URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,5,0,0.99999980000004,0.06578947281855957,23.0,32.608695652173914,22.243478260869566,23.0,45,76,2.723684210526316,0,6.828947368421052
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,7,4,0.2727272479338866,0.07333333284444445,17.42105263157895,18.429003021148034,14.340022261090793,17.42105263157895,61,150,2.473333333333333,8,6.246666666666667
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,7,3,0.39999996000000404,0.062499999609375,35.4,16.38418079096045,20.71367231638418,35.4,58,160,2.41875,5,6.46875
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,6,0,0.9999998333333611,0.023529411672433678,33.0,18.939393939393938,20.775757575757577,33.0,100,255,2.4352941176470586,8,6.658823529411765
Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,6,1,0.7142856122449125,0.05072463731358959,26.083333333333332,14.057507987220447,16.05633652822151,26.083333333333332,44,138,2.3333333333333335,8,6.231884057971015
Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,15,0,0.9999999333333378,0.08771929773263569,44.0,19.03409090909091,25.213636363636365,44.0,67,171,2.4327485380116958,5,6.421052631578948
Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,1,0,0.9999990000010001,0.022727272210743815,29.666666666666668,23.595505617977526,21.30486891385768,29.666666666666668,21,44,2.8181818181818183,2,7.886363636363637
Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,6,2,0.4999999375000079,0.08163265222823825,19.1,28.272251308900525,18.948900523560212,19.1,54,98,3.204081632653061,0,8.255102040816327
Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,1,0,0.9999990000010001,0.013157894563711914,35.75,23.776223776223777,23.81048951048951,35.75,34,76,2.4210526315789473,1,6.2105263157894735
Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,8,0,0.9999998750000157,0.04324324300949598,32.90909090909091,26.795580110497237,23.88186840783526,32.90909090909091,97,185,2.718918918918919,2,7.324324324324325
Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,1,0,0.9999990000010001,0.006896551676575506,20.066666666666666,18.272425249169437,15.335636766334444,20.066666666666666,55,145,2.4275862068965517,3,6.758620689655173
Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,0,0,0.0,0.0,68.0,32.35294117647059,40.141176470588235,68.0,22,39,5.076923076923077,1,16.307692307692307
Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,3,0,0.9999996666667778,0.049999999166666684,16.166666666666668,37.11340206185567,21.312027491408937,16.166666666666668,36,60,2.816666666666667,0,7.283333333333333
Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,6,0,0.9999998333333611,0.09090908953168046,21.333333333333332,25.78125,18.84583333333333,21.333333333333332,33,66,2.712121212121212,0,7.318181818181818
Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,3,2,0.199999960000008,0.10416666449652782,43.5,22.988505747126435,26.595402298850576,43.5,20,48,2.5833333333333335,0,7.208333333333333
Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,4,3,0.1428571224489825,0.12727272495867772,11.714285714285714,36.58536585365854,19.319860627177704,11.714285714285714,30,55,2.618181818181818,0,6.927272727272728
Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,3,1,0.49999987500003124,0.08510638116794934,12.333333333333334,36.486486486486484,19.52792792792793,12.333333333333334,27,47,2.617021276595745,0,7.191489361702128
Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,9,0,0.9999998888889013,0.06206896508917955,23.0,19.565217391304348,17.026086956521738,23.0,63,145,2.5448275862068965,7,6.841379310344828
Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,1,0,0.9999990000010001,0.01149425274144537,23.857142857142858,25.149700598802394,19.602737382378102,23.857142857142858,42,87,2.942528735632184,4,8.022988505747126
Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,3,8,-0.4545454132231443,0.049999999772727274,31.428571428571427,22.272727272727273,21.48051948051948,31.428571428571427,98,220,2.6272727272727274,3,6.695454545454545
Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,9,3,0.4999999583333368,0.10909090809917356,24.77777777777778,20.179372197309416,17.98285999003488,24.77777777777778,45,110,2.5727272727272728,1,6.9
Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,12,2,0.7142856632653098,0.07865168495139503,22.88888888888889,22.572815533980584,18.18468176914779,22.88888888888889,93,178,2.8876404494382024,12,7.404494382022472
Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,9,2,0.636363578512402,0.07913669007815331,24.166666666666668,20.689655172413794,17.942528735632187,24.166666666666668,60,139,2.553956834532374,7,6.9352517985611515
Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,4,0,0.9999997500000625,0.026143790678798753,24.0,18.452380952380953,16.98095238095238,24.0,62,153,2.581699346405229,1,7.084967320261438
Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,4,1,0.599999880000024,0.033557046754650696,24.307692307692307,22.468354430379748,18.71041869522882,24.307692307692307,71,149,2.704697986577181,8,7.677852348993288
Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,2,0,0.99999950000025,0.023255813683071936,21.714285714285715,28.947368421052634,20.26466165413534,21.714285714285715,44,86,2.558139534883721,0,6.395348837209302
Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,2,2,0.0,0.04545454493801654,37.0,21.62162162162162,23.44864864864865,37.0,32,88,2.3181818181818183,0,6.181818181818182
Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,4,0,0.9999997500000625,0.0512820506245891,22.166666666666668,31.57894736842105,21.49824561403509,22.166666666666668,42,78,2.782051282051282,0,6.935897435897436
Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,4,0,0.9999997500000625,0.052631578254847655,23.0,29.71014492753623,21.084057971014495,23.0,41,76,2.6842105263157894,0,6.723684210526316
Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,3,0,0.9999996666667778,0.03749999953125001,21.142857142857142,27.027027027027028,19.26795366795367,21.142857142857142,40,80,2.7125,0,6.8125
Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,2,0,0.99999950000025,0.0298507458231232,28.75,26.08695652173913,21.934782608695652,28.75,30,67,2.4776119402985075,0,6.343283582089552
Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,3,0,0.9999996666667778,0.044117646410034614,21.8,31.19266055045872,21.197064220183492,21.8,34,68,2.7058823529411766,0,6.5588235294117645
Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,2,1,0.33333322222225925,0.02912621330945424,22.545454545454547,13.306451612903224,14.34076246334311,22.545454545454547,33,103,2.0776699029126213,2,5.621359223300971
Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,11,9,0.09999999500000024,0.03731343276620628,20.145833333333332,17.063081695966908,14.883566011720099,20.145833333333332,165,536,2.300373134328358,6,6.531716417910448
Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,9,5,0.2857142653061239,0.04575163383741296,24.571428571428573,29.26356589147287,21.53399778516058,24.571428571428573,151,306,2.542483660130719,3,6.519607843137255
Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,12,9,0.14285713605442207,0.039325842622985316,27.529411764705884,22.756410256410255,20.11432880844646,27.529411764705884,213,534,2.3801498127340825,3,6.383895131086143
Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,20,17,0.08108107888970058,0.04506699141891962,23.328125,24.17950435365037,19.00305174146015,23.328125,361,821,2.571254567600487,7,6.465286236297199
Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,5,6,-0.09090908264462885,0.10476190376417235,23.636363636363637,15.769230769230768,15.762237762237763,23.636363636363637,41,105,2.4380952380952383,11,6.895238095238096
Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,0,0,0.0,0.0,17.0,41.17647058823529,23.270588235294117,17.0,7,12,4.083333333333333,0,10.583333333333334
Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,2,0,0.99999950000025,0.03333333277777779,17.714285714285715,17.741935483870968,14.182488479262673,17.714285714285715,22,60,2.6166666666666667,1,6.65
